WEEK,MOVE1,MOVE2,MOVE3,MOVE4,MOVE5,MOVE6,MOVE7,NSALE1,NSALE2,NSALE3,NSALE4,NSALE5,NSALE6,NSALE7,LPRICE1,LPRICE2,LPRICE3,LPRICE4,LPRICE5,LPRICE6,LPRICE7,LWHPRIC1,LWHPRIC2,LWHPRIC3,LWHPRIC4,LWHPRIC5,LWHPRIC6,LWHPRIC7,FULLCUST
184,34022,8559,2335,3261,3100,1154,4019,1,0.995945241,0.9975346412,0,1,1,0.454740609,-0.527701373,-0.372677545,0.5166748234,-0.317024595,0.3748040511,1.2038426967,-0.292819766,-0.7079912,-0.698057673,0.2169802134,-0.720854341,0.1222265913,0.9622331418,-0.781983422,1979818
185,32618,3403,1564,4391,3680,1255,4004,1,0,0.3730600692,0.4777892988,1,1,0.6311889579,-0.527816306,-0.228146105,0.5923738126,-0.317614442,0.3617421154,1.2036193097,-0.293463389,-0.686695289,-0.687633223,0.2014852052,-0.721108503,0.1222284845,0.9478317495,-0.782272677,1963744
186,21741,3264,4055,19160,4344,1258,3201,1,0,0.6414422607,0.6153691876,0.5209133178,0.548026276,0.4774909933,-0.507601047,-0.227003683,0.4637340162,-0.527632742,0.3074846997,1.2036193097,-0.299996057,-0.691901139,-0.688348164,0.1985033201,-0.720942464,0.1222388714,0.9458822118,-0.783097699,1982027
187,12314,3446,1625,5486,4047,1218,8095,0.9525127334,0,0,0.4547625548,1,1,0.9638433366,-0.31596384,-0.226546784,0.5923738126,-0.316806731,0.3074846997,1.203711552,-0.304171355,-0.696675008,-0.687005427,0.1985899571,-0.721048665,0.1222388714,0.945882215,-0.798658403,2081587
188,14621,3201,1614,5181,3531,1112,8510,0.2364237834,0,0,0,1,0.9783356661,0.9545471728,-0.316245159,-0.224877721,0.5923738126,-0.316806731,0.3074846997,1.2090035123,-0.302422476,-0.696675344,-0.679465642,0.198570192,-0.720515087,0.1222388714,0.9424823183,-0.79936086,1935682
189,13453,4224,1779,7395,4330,895,3636,0.2586089849,0,0,0,1,0,0.4289633088,-0.307778098,-0.224795034,0.5925338393,-0.317174221,0.3074846997,1.2421874225,-0.19914269,-0.696652927,-0.658185275,0.1985555298,-0.716199365,0.1222388714,0.9400381436,-0.80055621,2071574
190,7164,4521,2056,53003,4379,1300,3696,0.0309319027,0,0,0.7128508284,1,0,0.0479015625,-0.235827183,-0.228894555,0.5923738126,-0.527632742,0.3074846997,1.2415277204,-0.283745153,-0.696636438,-0.591858843,0.1985664232,-0.716160777,0.1222388714,0.940044281,-0.799332336,2027212
191,11257,3916,1965,24846,3381,1257,10774,0.9641336562,0,0,0.869400465,0.9856250208,0,0.6970102769,-0.290580961,-0.229902601,0.5923738126,-0.511689524,0.316324202,1.2420991126,-0.391905949,-0.696635487,-0.614665099,0.2067287687,-0.716166293,0.1238799382,0.9495607955,-0.801921209,2105241
192,10380,17579,1947,6284,2200,1247,12086,0.9495529715,0.9696767595,0,0,0,0,0.7359009259,-0.290580961,-0.365271823,0.5894694462,-0.324117038,0.3665842946,1.237492665,-0.418741803,-0.696642225,-0.627785657,0.2469195428,-0.716138651,0.1495209485,0.9906867629,-0.80407472,2016916
193,14734,4723,2303,8228,2413,1143,12492,0.7609819198,0,0.024129799,0,0,0,0.7587756625,-0.285729462,-0.225538852,0.5544884884,-0.324231468,0.3719252286,1.2190441957,-0.430681735,-0.696637691,-0.628086325,0.2466894717,-0.716176211,0.1632774785,0.9907118714,-0.80373782,2173341
194,8859,4399,2922,8487,2324,1103,11396,0.0057912219,0,0.7198986296,0,0,0,0.8082631311,-0.219303832,-0.200020446,0.5154682437,-0.324816395,0.372175044,1.2183408135,-0.451879277,-0.696639126,-0.627760344,0.2465822973,-0.71615027,0.1773615371,0.9907182782,-0.792907299,2122264
195,15484,10832,2709,8175,2390,1893,3495,0.9310356818,0.9805928177,0.6813570928,0,0,1,0.0232442225,-0.291227021,-0.289098289,0.5158633293,-0.324680607,0.3721731745,1.1465337481,-0.27534516,-0.696638103,-0.627739765,0.2407750259,-0.716141288,0.1785209856,0.9698731603,-0.758348547,1978478
196,16841,12136,2934,9119,2793,2032,4302,0.9641336562,0.9737321408,0.6925977614,0,0,1,0,-0.290530849,-0.287675773,0.5159272726,-0.324231468,0.3721693074,1.1467082069,-0.286007847,-0.696636306,-0.62775798,0.2215294058,-0.716149882,0.1865630216,0.9111184022,-0.756033005,2136922
197,13349,16172,2845,8680,2904,1965,7554,0.8881253104,0.9720189186,0.6864457271,0,0,1,0.1027597455,-0.276266718,-0.324435905,0.5248775307,-0.324990496,0.3721693074,1.1467082069,-0.427700047,-0.696628304,-0.62794477,0.221726581,-0.716160575,0.1823623528,0.9111184022,-0.744036327,2190750
198,8126,11631,1813,8655,3105,1529,15818,0.0056937451,0.9144055826,0.0798140979,0,0,0.9929772267,0.8816428091,-0.218402461,-0.288304458,0.5713792005,-0.324231468,0.3721693074,1.1612304754,-0.527632742,-0.696622782,-0.627655682,0.2074716344,-0.716135036,0.1490400662,0.9111252304,-0.746370377,2171401
199,7298,11412,2527,8583,3062,600,15226,0,0.9144055826,0.1592168725,0,0,0,0.8816428091,-0.199271434,-0.287675773,0.5621925985,-0.324231468,0.3721693074,1.2149517273,-0.527632742,-0.696645467,-0.627720907,0.1607497913,-0.716135036,0.0825658922,0.911157227,-0.746213599,2255146
200,8016,4732,2078,8412,5674,390,20540,0,0.0160794126,0.075210821,0,0.9699686732,0,0.8816428091,-0.199271434,-0.201203541,0.5713792005,-0.324231468,0.2546422184,1.2051484699,-0.527793273,-0.696645467,-0.62804333,0.1610630797,-0.698549283,0.0825481817,0.9111627523,-0.732512382,2007325
201,9168,5424,2517,13640,6468,224,6012,0,0,0.075210821,0,1,0,0,-0.199271434,-0.205284211,0.5713792005,-0.324284918,0.2546422184,1.2117586203,-0.31682536,-0.696645467,-0.628015707,0.1615226846,-0.693389696,0.0825481817,0.9111612447,-0.705155635,1926323
202,6969,8037,2824,46023,4831,102,3439,0,0.0089829369,0.075210821,0.8181711258,1,0,0,-0.199271434,-0.322717546,0.5713792005,-0.436168775,0.2752662127,1.2048286558,-0.31659211,-0.696627927,-0.627777382,0.1416759834,-0.69138209,0.082561263,0.9433089287,-0.705155984,1923352
203,6601,18908,2565,25198,2891,911,3426,0,1,0.0763036998,0.8319161141,0,0,0,-0.199271434,-0.42837118,0.5705526752,-0.427211275,0.3700301302,1.2236186554,-0.31659211,-0.686484608,-0.626871398,0.1415681442,-0.691556122,0.0880982727,1.0083766561,-0.694281541,1974251
204,9631,17249,5740,8999,2343,1030,5227,0,1,0.9701799581,0,0,0,0.0211992558,-0.247853662,-0.426338201,0.4637340162,-0.324638433,0.3707780286,1.2231998393,-0.391360571,-0.607531632,-0.627721796,0.1415985157,-0.69154428,0.0880986231,1.0083770786,-0.673277091,2071237
205,18600,3828,2224,8399,3227,1080,12173,0.996248154,0,0.0498538497,0,0,0,1,-0.303107843,-0.376899207,0.5704972729,-0.322575776,0.3504037292,1.2219339973,-0.466679479,-0.569105555,-0.628044217,0.1415662917,-0.685461603,0.0880686816,1.0083769644,-0.673330241,2124679
206,18222,3996,2116,7210,4560,1025,11353,0.996248154,0,0.0105529278,0,0.6736261553,0,1,-0.303107843,-0.376991207,0.5707426548,-0.293594832,0.3197739068,1.220747981,-0.466679479,-0.558331922,-0.627783621,0.1415687626,-0.665051708,0.0898951221,1.0083765049,-0.673387752,2023371
207,17188,4929,2355,5116,4486,1267,10263,0.996248154,0,0.0105529278,0,0.6736261553,0,0.9962869099,-0.295886604,-0.376412166,0.5707426548,-0.193265226,0.3197739068,1.2188509293,-0.443167143,-0.536476351,-0.627831313,0.1415687626,-0.66508639,0.0898951221,1.0083763845,-0.673364545,1975250
208,7155,21503,2252,5680,4373,1047,4800,0,1,0.0105529278,0,0.6736261553,0,0,-0.198439862,-0.408906956,0.5707426548,-0.193404765,0.3197739068,1.2189850309,-0.31435399,-0.50722131,-0.62773297,0.1421060724,-0.606244018,0.0898951221,1.008376663,-0.67330859,2081954
209,8954,16927,2280,6418,3675,1310,8308,0,1,0.0105529278,0,0.6736261553,0,0.0262569961,-0.198390076,-0.401116993,0.5707426548,-0.193265226,0.3244605021,1.2198935835,-0.387638649,-0.51428297,-0.627726282,0.148380621,-0.593281928,0.095394921,1.0083767391,-0.670603441,2105935
210,9476,5658,2246,5634,2516,1415,14142,0,0,0.0105529278,0,0.3415267226,0.3728453729,0.9764788539,-0.198390076,-0.199793065,0.5707426548,-0.193265226,0.3692711041,1.1738915092,-0.462370163,-0.517210114,-0.627778326,0.1484067959,-0.580945558,0.0953879084,1.003034082,-0.657691074,1989860
212,8809,7487,2056,5199,2319,1004,13109,0,0.0033079155,0.0105529278,0.0147671079,0.3415267226,0,0.9764788539,-0.198390076,-0.245928551,0.5707426548,-0.194014917,0.3692711041,1.2192943831,-0.461082802,-0.522108499,-0.627783249,0.148455063,-0.578913743,0.0953879084,0.9482462219,-0.657679824,1891567
213,32910,11011,1984,3443,2354,1096,9049,0.4988029324,0.9919151043,0.0107003302,0,0.3415267226,0,0.9764788539,-0.244343451,-0.290501278,0.5704673138,-0.193265226,0.3690234253,1.2196247396,-0.448320649,-0.522107195,-0.556365371,0.1484083091,-0.57892796,0.1052229119,0.9482464517,-0.65389101,2029776
214,23253,12295,1982,4801,2305,1178,6215,0.5085260985,0.9919151043,0.0105529278,0,0.3323913098,0,0,-0.242022576,-0.290501278,0.5707426548,-0.193428137,0.3692711041,1.2198163834,-0.311360775,-0.522109168,-0.45378686,0.2252196693,-0.578920558,0.1231226672,0.948246294,-0.653840116,2057174
215,9884,7878,2096,6951,3742,1179,8546,0.0228044982,0.9919151043,0.0105529278,0,0.6649989724,0,0,-0.169818648,-0.290506987,0.5707426548,-0.161728397,0.3289488886,1.2194479778,-0.307620011,-0.522105343,-0.455650251,0.1868396633,-0.578932478,0.1231255789,0.9482461833,-0.653839522,1956555
216,6330,15104,2450,3606,2402,1024,7991,0,0.9918743783,0.03147616,0,0.3156148227,0,0.0078694908,-0.083553849,-0.290777216,0.5406374564,-0.079012746,0.3862897006,1.2191520334,-0.335285924,-0.520409772,-0.45469879,0.1801447599,-0.578749224,0.1231431729,0.9482459369,-0.66533785,2144345
217,6413,12804,3836,10883,1950,897,12990,0,0.9918743783,0.9630461092,0.0450694199,0,0,0.9851156531,-0.083768775,-0.290777216,0.4933139148,-0.27548572,0.4373891691,1.2194512302,-0.389594396,-0.511492696,-0.455359218,0.1844225908,-0.576180063,0.1522853154,0.9512903756,-0.664236564,1517678
218,6707,13380,3683,3942,1830,960,13114,0,0.9919475499,0.9705322243,0.282021272,0,0,1,-0.084337479,-0.291254759,0.4934609716,-0.086563625,0.4384994468,1.2202656095,-0.391237744,-0.511837028,-0.455342135,0.2445674502,-0.576199928,0.1415817676,0.9783803496,-0.647870483,1983683
220,7194,11743,1588,2613,3109,760,5639,0.2311981283,0.8234687376,0.010495046,0,1,0,0,-0.119842109,-0.269666306,0.5711427401,-0.080388131,0.3293037471,1.2191252277,-0.292565143,-0.496426538,-0.453790981,0.2350015287,-0.576210585,0.1346261681,0.9783805455,-0.647811814,1760840
221,11690,8896,2612,3767,3945,1057,11663,0.2311981283,0.3195219871,0.0261468238,0,1,0,0.0084289142,-0.120230524,-0.206246983,0.5280382311,-0.080388131,0.3293037471,1.2192064608,-0.327625904,-0.494362881,-0.453713758,0.2253553508,-0.576210585,0.1363256102,0.9783805133,-0.647731668,2029388
222,7268,18062,4183,3386,3813,938,11719,0.2311981283,0.6345742418,0.9705322243,0,1,0,1,-0.116250701,-0.292478232,0.4637340162,-0.080388131,0.3293037471,1.2194005793,-0.385770429,-0.483797964,-0.453767734,0.2256046351,-0.576210585,0.1363290085,0.9791998296,-0.648118796,2014728
223,7094,9202,4216,3688,3174,1032,10342,0,0.4126694087,0.9705322243,0,1,0,0,-0.084471483,-0.208467698,0.4637340162,-0.080388131,0.3401773103,1.2193525058,-0.292809532,-0.48379997,-0.453717558,0.2300357576,-0.574901693,0.1380378565,0.9866601216,-0.645864094,2312218
224,5501,6643,3321,3003,1229,763,7655,0,0,0.9748505552,0,0,0,0,-0.084471483,-0.202076665,0.4637340162,-0.080388131,0.4384994468,1.2196098372,-0.292714538,-0.478388733,-0.453460568,0.2336747777,-0.56180246,0.1380978083,0.9922012715,-0.626573905,1843088
225,7647,9585,2569,151855,2138,1251,8170,0,0,0.1255103515,0.0143916045,0,0,0,-0.084471483,-0.202665946,0.5679736769,-0.692360628,0.4384994468,1.2188052045,-0.292923231,-0.464701908,-0.453712736,0.2358807227,-0.561884684,0.1380978083,0.9951871804,-0.579035642,2100330
226,47397,5527,2497,5359,2224,1217,5017,0.7708153841,0,0.0104282654,0.585596791,0,0,0,-0.371154163,-0.202076665,0.5712131975,-0.206566699,0.4384994468,1.2193728911,-0.292365286,-0.461619505,-0.453713548,0.2389867708,-0.5632364,0.1380978083,0.9980839296,-0.570865836,1967418
227,31616,6975,3040,4587,2118,1312,6986,1,0,0.0088769133,0,0,0.0043868636,0,-0.34917368,-0.202076665,0.5373069462,-0.093366813,0.4385305646,1.2073807146,-0.290719301,-0.460398425,-0.453949477,0.2390859353,-0.568796225,0.1380977927,0.9981237512,-0.570865328,1727548
228,8548,9663,5140,4915,1911,1730,10096,0,0,1,0,0,1,0,-0.084337479,-0.202076665,0.4617435487,-0.094125734,0.4386990459,1.1743528119,-0.290719301,-0.460385472,-0.454035073,0.2390329152,-0.568797386,0.1380977507,0.9981175398,-0.570672007,1915584
229,8445,8949,4974,5547,1823,1642,9480,0,0,1,0,0,1,0,-0.084449867,-0.202076665,0.4617501233,-0.088587563,0.4385314592,1.1743528119,-0.291445909,-0.460016619,-0.454035073,0.2323031984,-0.555170308,0.1380978007,0.9892085306,-0.568977031,1788422
230,8143,8862,5031,5268,1914,1800,18789,0,0,1,0,0,1,0.7250422088,-0.084168213,-0.201933976,0.4617435487,-0.085689015,0.4384560948,1.1742705054,-0.415694716,-0.46694193,-0.458368418,0.185441864,-0.50973326,0.1380978113,0.9582906286,-0.568927592,1921733
231,7027,113537,4185,4797,1924,1711,9444,0,0.2654763591,1,0,0,1,0.9319235649,-0.08457845,-0.252402894,0.4617435487,-0.082787946,0.4386990459,1.1740929455,-0.384647639,-0.508153395,-0.493125248,0.1810847817,-0.435191619,0.1343722401,0.9568480114,-0.56912478,1820150
232,8143,8862,5031,5268,1914,1800,18789,0,0,1,0,0,1,0.7250422088,-0.084168213,-0.201933976,0.4617435487,-0.085689015,0.4384560948,1.1742705054,-0.415694716,-0.46694193,-0.458368418,0.185441864,-0.50973326,0.1380978113,0.9582906286,-0.568927592,1864199
233,7027,113537,4185,4797,1924,1711,9444,0,0.2654763591,1,0,0,1,0.9319235649,-0.08457845,-0.252402894,0.4617435487,-0.082787946,0.4386990459,1.1740929455,-0.384647639,-0.508153395,-0.493125248,0.1810847817,-0.435191619,0.1343722401,0.9568480114,-0.56912478,2046248
234,17095,7324,2400,4106,3205,1490,28112,0.6684690976,0.4089222339,0.9980749445,0.668867676,0.680214076,1,0.8865853889,-0.123031254,-0.185008705,0.571446629,-0.082477596,0.3715635564,1.2035413222,-0.693147181,-0.512255531,-0.49317312,0.1796185475,-0.405048884,0.1257471616,0.9326166068,-0.569053314,2018031
235,12208,4821,8328,41552,2744,1556,10484,0.7803164103,0,0.8807358793,0.9579002269,0.680214076,1,0.9930569697,-0.122911265,-0.115642408,0.4059103852,-0.415014398,0.3715635564,1.1694455444,-0.620156791,-0.499311194,-0.49292507,0.1784425097,-0.406766882,0.1044681176,0.9326324025,-0.568663765,1912953
236,36066,4175,1933,5038,2960,1623,4507,0.7314661299,0,0.1115524532,0.394449085,0.6822596758,1,0,-0.414403509,-0.114854039,0.5691280288,-0.100289801,0.3715635564,1.169439827,-0.292799775,-0.496831946,-0.484786829,0.1759948349,-0.411404067,0.1033098086,0.9326323381,-0.558570838,1673048
237,9471,28514,2022,4900,2515,1480,3701,0.3940103276,0.8924778625,0,0,0.680214076,1,0,-0.131948058,-0.371020271,0.571446629,-0.084820167,0.3784081819,1.1696868316,-0.293856488,-0.496804409,-0.484713061,0.1766340965,-0.411403781,0.0999119593,0.9326323178,-0.558571543,2031613
238,10821,6191,2078,5757,1801,1719,7959,0,0.5514427762,0,0,0,1,0,-0.120302712,-0.132833173,0.571105053,-0.087031907,0.4387001335,1.1696868316,-0.293856488,-0.492962344,-0.484755165,0.1766713663,-0.411400151,0.0999048105,0.9326323178,-0.558571543,2076701
239,24666,4404,2230,4054,1914,1609,5402,0.6330421055,0.0498480566,0,0,0,1,0,-0.304145858,-0.114854039,0.571446629,-0.081602568,0.4386990459,1.1702753544,-0.299068013,-0.49297253,-0.484847532,0.1775400761,-0.411390316,0.0999049968,0.9326325785,-0.558565246,1845870
240,10658,5347,2413,5120,2053,1583,9226,0.434784117,0.0498480566,0,0,0,0.9882353043,0,-0.133218136,-0.1165118,0.5799250816,-0.098768378,0.4242180243,1.1782031269,-0.308753352,-0.491730174,-0.484744338,0.1779028446,-0.411375939,0.0999191663,0.9326041818,-0.558572994,2079844
241,11469,5272,2362,6138,2415,1443,9552,0,0.0498480566,0,0,0,0,0,-0.131504652,-0.117467207,0.5979071618,-0.115378432,0.4135869534,1.2188775831,-0.310194472,-0.474151396,-0.484667347,0.1780721615,-0.411381114,0.0999264541,0.9326105319,-0.558573495,1961676
242,10650,8551,2267,5419,2395,1402,23101,0,0.0498480566,0,0,0,0,0.7099582428,-0.126901286,-0.241899783,0.5978687762,-0.114948621,0.4130037007,1.2199358636,-0.544080202,-0.463526516,-0.489471687,0.1780154713,-0.411381057,0.099925602,0.9326100376,-0.558595948,1978377
243,8845,18287,2206,4483,2069,1286,9030,0,0.9897333569,0,0,0,0,0.9538356254,-0.128736498,-0.371063681,0.5974641195,-0.116036147,0.4126520731,1.2201900986,-0.479077863,-0.446880796,-0.487493404,0.2109723842,-0.425933955,0.13691585,0.9193637072,-0.41805697,1802598
244,8878,20021,2326,4505,2073,1354,6719,0,0.9897333569,0,0,0,0,0,-0.127595234,-0.371063681,0.5974641195,-0.121981748,0.4126520731,1.2188818626,-0.309620949,-0.441658264,-0.476670863,0.2959404927,-0.453228817,0.1432578857,0.899432963,-0.438615399,2074511
245,8189,15596,2335,4861,2283,1478,5379,0,0.9897333569,0,0,0,0,0,-0.119604995,-0.355791787,0.5974641195,-0.124848392,0.4126520731,1.2188741198,-0.309369906,-0.441131836,-0.451239014,0.2215822619,-0.453228857,0.1038993692,0.8984298663,-0.43765979,1988642
246,8396,4930,2126,4788,2191,1414,5351,0,0.0498480566,0,0,0,0,0,-0.119604995,-0.117467207,0.5974641195,-0.118370327,0.4126938021,1.2187357009,-0.310027695,-0.450047975,-0.455900576,0.1868286709,-0.451929181,0.099020796,0.8920586142,-0.547192012,2123735
247,9537,6066,3272,5158,2803,1449,3312,0,0.0498480566,0.0263902208,0,0,0,0,-0.119604995,-0.117467207,0.5498268563,-0.116036147,0.3947861809,1.231460942,-0.310027695,-0.48452031,-0.461979932,0.188398883,-0.520479645,0.0990073776,0.8955766226,-0.577171649,2032498
248,8292,31778,4843,4025,3800,1388,1624,0,0.7394971793,1,0.000503985,1,0,0,-0.119669444,-0.295547564,0.4788851127,-0.127367448,0.3658595251,1.2561267112,-0.311348512,-0.497696794,-0.462028363,0.1889390637,-0.701371966,0.0989898225,0.9219082075,-0.569518938,1979778
249,11092,7270,4972,6062,4188,1643,2555,0,0.5375374067,1,0.0031024312,1,0,0,-0.119604995,-0.128410699,0.4788851127,-0.118652421,0.3658595251,1.2561065486,-0.310381069,-0.49769669,-0.469434707,0.183894867,-0.592944527,0.0989898225,0.9050978624,-0.469854311,1586092
250,7698,4498,4341,25846,3890,1344,1017,0,0.0498480566,1,0.7701166828,1,0,0,-0.119709177,-0.117467207,0.4788851127,-0.690127665,0.3692323285,1.2561065486,-0.310027695,-0.498313312,-0.517170613,0.1876932076,-0.671446859,0.0989754087,0.9223664807,-0.581973522,2053634
251,9725,5551,2484,5529,2431,1569,1993,0,0.0498480566,0.1620004453,0.5073937745,0,0,0,-0.119604995,-0.117467207,0.5961395587,-0.146145201,0.4114564051,1.2561065486,-0.310027695,-0.503736407,-0.502572068,0.1706906624,-0.578825086,0.0990204226,0.9187568149,-0.506162491,2154686
252,32092,7257,2454,3333,2543,1520,886,0.6297646708,0.0509652741,0,0,0,0,0,-0.299314771,-0.189904604,0.5972064727,-0.118529129,0.4114564051,1.2565657463,-0.311619042,-0.504102142,-0.512865543,0.1504864394,-0.439406751,0.1412051828,0.9033847619,-0.575547698,1970368
253,8894,15568,2334,4222,2422,1435,1076,0.440496079,0.9897333569,0,0,0,0,0,-0.130454667,-0.292694533,0.5970761039,-0.118529129,0.411328383,1.2575204103,-0.310695465,-0.504122794,-0.521403099,0.2512543102,-0.466437283,0.1374015983,0.9084868757,-0.595983512,2104869
254,7891,13223,2122,4346,2557,1360,1083,0,0.9897333569,0,0,0,0,0.0504018377,-0.119604995,-0.292694533,0.5970761039,-0.118529129,0.3950947833,1.2575712772,-0.327821256,-0.504125983,-0.527534953,0.1241404256,-0.446184545,0.1160673537,0.902629195,-0.596849353,1952608
255,18608,9199,2515,261757,3837,1188,1028,0.734431894,0.9897333569,0,0,1,0,0.9212538137,-0.342670344,-0.325286977,0.5970761039,-0.941405632,0.3658595251,1.2575712772,-0.368911911,-0.504099137,-0.549785061,0.124703512,-0.663525503,0.1160267795,0.902629195,-0.597270388,2051193
256,25451,20551,2611,4514,3344,1426,777,0.9368436906,0.9911067775,0.0151319679,0.0037839518,1,0.0039589141,0.9193068232,-0.330496493,-0.318934273,0.5480520805,-0.317448594,0.3658595251,1.2400063192,-0.364128191,-0.495407653,-0.549836455,0.1269938869,-0.861272415,0.1049000863,0.9026661214,-0.596649071,2001313
257,8246,30417,4344,3739,3522,1439,739,0.466929534,1,1,0,1,1,0.9180997252,-0.132805712,-0.448496515,0.4637340162,-0.162822576,0.3658440438,1.1981702759,-0.365351103,-0.39423146,-0.549871552,0.1375594755,-0.572095334,0.0602402161,0.9026972928,-0.59641967,1797701
258,24078,4993,4186,11651,3350,1687,950,0.5788214727,0.5863189953,1,0.0492097687,1,1,0.8489371486,-0.249171497,-0.146860251,0.4637340162,-0.160692348,0.3658595251,1.1981910294,-0.352677163,-0.38867105,-0.549814888,0.1359861871,-0.570093207,0.0602403011,0.9026973112,-0.52110215,1686125
259,7228,4622,4366,4601,3351,1602,6672,0.4375614614,0,1,0.0467874225,1,1,0.8504300185,-0.170685816,-0.123519194,0.4637340162,-0.140792589,0.3650309173,1.1980891501,-0.529491241,-0.445736262,-0.549807158,0.1236093065,-0.549219085,0.0602398551,0.9026968168,-0.457088626,1131040
260,16211,4977,3699,4034,2934,1383,1183,1,0,1,0,1,1,0.3199169366,-0.309987424,-0.127142207,0.4637340162,-0.127263245,0.3643386878,1.1977077931,-0.327286503,-0.433277326,-0.549806469,0.125446958,-0.522072122,0.060239685,0.9026968815,-0.623565389,2068568
261,14677,5153,3447,4529,3090,1571,1625,1,0,0.9826751275,0,1,0.991196776,0,-0.285747255,-0.127309645,0.4836446523,-0.12561122,0.3643603499,1.2127288396,-0.313890951,-0.4769696,-0.549932583,0.1394271067,-0.361883573,0.0602397808,0.900934357,-0.619909527,1992754
266,9948,5664,2245,6281,3022,1463,2460,0,0,0,0,1,0,0,-0.12453675,-0.127142207,0.5959752505,-0.125494066,0.3668672302,1.2401858969,-0.313718593,-0.579223706,-0.549806469,0.1415697621,-0.497658564,0.0569242793,0.8972742057,-0.615763816,1094480
267,9633,5727,2138,6303,1794,1363,2606,0,0.017712535,0,0,0,1,0,-0.12550811,-0.13061854,0.5959323701,-0.125927978,0.4091146436,1.1974404603,-0.314787508,-0.571263827,-0.549958026,0.141564844,-0.497612305,0.0602041279,0.898596877,-0.613286663,1748239
268,26612,3911,2037,3944,1789,1353,1360,0.6667091198,0.017712535,0,0,0,1,0,-0.306278081,-0.132213761,0.5955225686,-0.127472663,0.4088904495,1.2073253637,-0.317344886,-0.552137457,-0.544932882,0.141569616,-0.500646383,0.0602429011,0.8935369233,-0.607269294,1707399
269,8927,3600,2336,3906,1908,976,13560,0.4011186069,0,0,0,0,0,0.8375265251,-0.159594469,-0.129440526,0.5955225686,-0.127472663,0.4087770012,1.255592173,-0.453084508,-0.487758173,-0.419767981,0.141569616,-0.527536334,0.0602341293,0.8949320218,-0.601559714,1424083
270,9232,25931,2541,2728,1867,1093,6384,0.9223642728,0.8241417132,0,0,0,0,0.3132253384,-0.196673049,-0.415077955,0.5955225686,-0.127472663,0.4087129382,1.2555182939,-0.35769805,-0.478985825,-0.440763564,0.1403879133,-0.528682898,0.0651426376,0.8915107552,-0.583647547,1681154
271,11266,3929,2597,3672,2279,1285,12667,0.9223642728,0.4121014537,0,0,0,0,0.9105469072,-0.192258368,-0.144913041,0.5984339394,-0.126938293,0.4088904495,1.2557579476,-0.413875845,-0.542173059,-0.45651639,0.1304956772,-0.59895281,0.1026370082,0.8688319098,-0.497367325,2295875
272,5311,2525,2141,72555,2037,1175,5343,0,0,0,0.8287979076,0,0,0.9105469072,-0.125526619,-0.124013215,0.612812535,-0.527632742,0.4088904495,1.2557579476,-0.413875845,-0.479580562,-0.455057288,0.1325482401,-0.700294796,0.1026370082,0.8688319098,-0.510996066,1720211
273,22840,3774,2349,3193,2342,1185,8043,0.7575722305,0.0209092831,0.0147122769,0.5116748447,0.0032262428,0,0.9105469072,-0.322858147,-0.149725607,0.5991123494,-0.165847925,0.3947343144,1.2441290427,-0.413875845,-0.53390776,-0.459569826,0.1400474646,-0.641027284,0.1006990154,0.8688655878,-0.619129024,1921148
274,6714,6300,3042,3945,3293,1305,10767,0.4298641524,0.9221727653,1,0.0147823476,0.9384221551,1,0.9105469072,-0.13434242,-0.193099844,0.5729255205,-0.159132511,0.3606392673,1.2141064373,-0.413875845,-0.539239153,-0.557970361,0.2005898005,-0.500769096,0.1026399051,0.8767831776,-0.600904605,1357788
275,6159,5522,2977,5832,2707,1311,10432,0,0.9221727653,1,0.9205793987,0.9384221551,1,0.9105469072,-0.125526619,-0.19374962,0.5729255205,-0.197370302,0.3606392673,1.2142648644,-0.413875845,-0.541353308,-0.548398184,0.2005898005,-0.496031019,0.0934899691,0.8767832714,-0.594550863,1489289
276,5199,3768,2165,4847,2187,918,8387,0,0.9172601233,1,0.9205793987,0.9382713578,1,0.9105469072,-0.125526619,-0.18796312,0.5729255205,-0.197398851,0.3605458744,1.2142421725,-0.413875845,-0.52135762,-0.53764053,0.2005898005,-0.495995219,0.0602101727,0.8749925724,-0.656658053,1911836
277,25148,3675,2665,4721,2771,1323,8550,0.6877765901,0,1,0.9205793987,0.9382713578,1,0.9105469072,-0.294097128,-0.124770342,0.5727951614,-0.197116012,0.3605458744,1.2141996056,-0.413875845,-0.478156224,-0.516446667,0.2005898342,-0.495920805,0.0602101727,0.8719473826,-0.610058427,1960056
280,4428,3011,2045,8234,2271,967,6723,0,0,1,1,0.938222847,1,0.9099664196,-0.125526619,-0.124775808,0.5729255205,-0.337839354,0.3605158303,1.2142471899,-0.414153666,-0.477145228,-0.51371638,0.1986112465,-0.561049316,0.0602101637,0.8763625212,-0.452993386,1813356
281,68615,5688,2702,7072,3267,1258,3289,0.6988801912,0,1,1,0.9381738365,1,0.1825345572,-0.37687457,-0.131812539,0.5729255205,-0.338709978,0.3606512232,1.2142398278,-0.32001129,-0.511612827,-0.513462052,0.1972548323,-0.656100581,0.0602101963,0.8763625175,-0.433868612,1909047
